,Unnamed: 0,Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason,Age Group,Age Categorize
5221,5221,4655-GBNW,0,55,213,606.4,275.0,506.0,Yes,no,126.5,0,10,Yes,0,KY,392-1616,Male,29,Yes,No,Yes,3,No,Month-to-Month,Direct Debit,30,1670,Not Filling Responses,Not Filling Responses,20-40,Under 30
5222,5222,9075-XEDX,0,73,219,580.5,219.0,912.5,Yes,no,304.2,0,4,No,52,MI,391-6607,Male,74,No,Yes,Yes,5,Yes,Two Year,Credit Card,61,4392,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5223,5223,3897-IPOC,0,57,292,573.4,399.0,678.3,Yes,no,169.6,0,17,Yes,0,NJ,379-6652,Male,33,No,No,Yes,4,No,One Year,Credit Card,28,1581,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5224,5224,4052-AJRN,0,35,346,560.8,140.0,301.0,Yes,no,150.5,0,0,No,0,ID,384-1833,Male,50,No,No,Yes,4,No,Two Year,Credit Card,8,287,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5225,5225,6107-RQUC,0,23,112,325.5,92.0,179.4,Yes,no,89.7,0,0,No,0,NY,391-1348,Female,49,No,No,Yes,6,No,Two Year,Credit Card,7,164,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5226,5226,3408-YHBB,0,68,353,949.8,204.0,455.6,Yes,no,113.9,0,0,No,0,AL,408-4174,Male,50,No,No,Yes,4,No,Two Year,Credit Card,9,641,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5227,5227,0703-WTCZ,0,69,641,1033.1,207.0,372.6,Yes,no,186.3,0,4,No,32,OK,406-5059,Male,85,No,Yes,Yes,6,Yes,One Year,Credit Card,52,3615,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
5228,5228,2686-CENF,0,73,234,437.6,146.0,569.4,Yes,no,113.9,0,13,Yes,0,AL,404-5387,Female,46,No,No,Yes,4,Yes,Two Year,Direct Debit,45,3307,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5229,5229,6612-TNQD,0,34,170,503.0,102.0,404.6,Yes,no,202.3,0,4,Yes,0,RI,339-4317,Male,57,No,No,Yes,6,No,One Year,Direct Debit,21,709,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5230,5230,1854-WFOV,0,72,110,288.9,216.0,568.8,Yes,no,284.4,0,26,Yes,0,AK,364-7719,Male,43,No,No,Yes,5,Yes,Two Year,Direct Debit,30,2155,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5231,5231,7882-NBXR,0,71,163,355.6,142.0,816.5,Yes,no,204.1,0,12,No,68,NY,421-1189,Female,28,Yes,No,Yes,2,Yes,Two Year,Direct Debit,42,3000,Not Filling Responses,Not Filling Responses,20-40,Under 30
5232,5232,5754-NZGW,0,60,306,894.0,240.0,612.0,Yes,no,306.0,0,0,No,0,GA,419-8987,Male,45,No,No,Yes,6,No,Two Year,Direct Debit,7,423,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5233,5233,3228-UDAL,0,20,195,281.5,120.0,202.0,Yes,yes,0.0,0,0,No,0,UT,402-9980,Female,29,Yes,No,Yes,2,No,Two Year,Credit Card,13,259,Not Filling Responses,Not Filling Responses,20-40,Under 30
5234,5234,4574-SKUQ,0,7,44,118.5,35.0,63.7,Yes,no,31.9,0,26,Yes,0,WY,389-8606,Male,67,No,Yes,Yes,2,No,Month-to-Month,Credit Card,30,220,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5235,5235,2202-ZURT,0,59,235,471.3,295.0,643.1,Yes,no,128.6,0,4,Yes,0,ID,406-7261,Male,48,No,No,Yes,2,Yes,Two Year,Credit Card,28,1627,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5236,5236,3390-UZXE,0,16,58,163.6,80.0,180.8,Yes,no,60.3,0,10,No,51,AZ,385-7387,Male,25,Yes,No,Yes,2,No,One Year,Direct Debit,52,853,Not Filling Responses,Not Filling Responses,20-40,Under 30
5237,5237,0230-DICC,0,57,252,630.4,114.0,587.1,Yes,no,293.6,0,0,No,0,DE,406-2454,Female,31,No,No,Yes,3,No,Two Year,Credit Card,9,532,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5238,5238,1758-IESD,0,31,122,345.8,186.0,424.7,Yes,no,212.4,0,30,Yes,0,FL,349-9566,Male,29,Yes,No,Yes,2,Yes,One Year,Direct Debit,40,1259,Not Filling Responses,Not Filling Responses,20-40,Under 30
5239,5239,6262-XPYC,0,1,3,11.0,2.0,10.3,Yes,no,2.1,0,0,No,0,ME,350-2012,Female,66,No,Yes,Yes,6,No,Month-to-Month,Credit Card,7,7,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5240,5240,5402-NCHR,0,65,316,654.4,260.0,299.0,Yes,no,59.8,0,6,Yes,0,WV,350-1354,Female,33,No,No,Yes,5,No,One Year,Direct Debit,38,2475,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5241,5241,6106-VOTH,0,73,286,870.1,365.0,773.8,Yes,no,193.5,0,19,No,19,WY,392-6856,Male,46,No,No,Yes,2,Yes,Two Year,Direct Debit,52,3755,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5242,5242,8825-VLKN,0,66,142,330.2,396.0,508.2,Yes,no,254.1,1,0,No,0,OR,339-1405,Male,61,No,No,Yes,6,No,Two Year,Credit Card,8,504,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
5243,5243,6956-SKNL,0,10,17,52.5,40.0,128.0,Yes,no,32.0,2,18,Yes,0,KS,347-4112,Male,78,No,Yes,Yes,2,No,One Year,Direct Debit,12,122,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5244,5244,0088-QDAI,0,39,101,197.3,117.0,413.4,Yes,no,206.7,2,11,Yes,0,ME,402-9982,Male,60,No,No,Yes,2,Yes,One Year,Direct Debit,35,1398,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5245,5245,4704-FUAL,0,64,268,637.9,256.0,505.6,Yes,no,252.8,1,0,No,0,ND,414-4162,Male,54,No,No,Yes,2,No,Two Year,Direct Debit,8,489,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5246,5246,9620-DOEB,0,16,48,125.1,64.0,224.0,Yes,no,74.7,0,0,No,0,CO,377-1479,Female,23,Yes,No,Yes,4,No,Month-to-Month,Direct Debit,13,202,Not Filling Responses,Not Filling Responses,20-40,Under 30
5247,5247,0927-IILK,0,33,76,163.0,33.0,303.6,Yes,no,101.2,1,0,No,0,AR,396-2867,Male,36,No,No,Yes,5,No,Two Year,Credit Card,10,318,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5248,5248,7804-WNUA,0,60,176,419.1,240.0,468.0,Yes,no,156.0,0,0,No,0,ND,358-8729,Female,36,No,No,Yes,6,No,Two Year,Direct Debit,6,379,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5249,5249,6487-RNBN,0,52,371,627.5,312.0,618.8,Yes,no,154.7,1,0,No,0,CT,401-6162,Male,36,No,No,Yes,4,No,Two Year,Credit Card,7,372,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5250,5250,6793-AMSG,0,47,86,283.8,517.0,394.8,Yes,no,197.4,1,11,No,38,NH,341-7332,Male,69,No,Yes,Yes,3,No,One Year,Direct Debit,42,1989,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5251,5251,1702-CEOI,0,28,75,193.3,84.0,271.6,Yes,no,67.9,0,7,Yes,0,DC,368-8964,Male,58,No,No,Yes,3,Yes,Month-to-Month,Credit Card,39,1088,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5252,5252,4292-UZXK,0,14,62,148.9,28.0,96.6,Yes,no,32.2,1,6,Yes,0,VA,396-2719,Female,57,No,No,Yes,3,No,Month-to-Month,Paper Check,36,488,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5253,5253,7293-LCWA,0,4,19,48.4,8.0,36.8,Yes,no,7.4,0,24,Yes,0,NJ,405-6943,Female,20,Yes,No,Yes,5,No,Month-to-Month,Direct Debit,28,123,Not Filling Responses,Not Filling Responses,0-20,Under 30
5254,5254,0534-EWKV,0,25,69,176.3,125.0,180.0,Yes,no,60.0,1,15,Yes,0,IN,342-6696,Male,55,No,No,Yes,4,No,Month-to-Month,Direct Debit,25,625,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5255,5255,4086-ONYS,0,33,171,490.2,0.0,0.0,No,yes,0.0,1,4,Yes,0,DC,406-5870,Male,47,No,No,Yes,5,Yes,Month-to-Month,Credit Card,15,485,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5256,5256,6390-YPYY,0,7,20,50.6,28.0,88.9,Yes,no,17.8,0,6,Yes,0,CO,327-1319,Male,46,No,No,Yes,2,Yes,Month-to-Month,Credit Card,30,218,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5257,5257,4586-OCHA,0,2,14,34.4,8.0,21.0,Yes,no,5.3,1,27,Yes,0,AL,399-4094,Female,57,No,No,Yes,2,No,Month-to-Month,Credit Card,19,43,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5258,5258,8497-QVPT,0,5,42,73.8,0.0,0.0,No,yes,0.0,0,10,Yes,0,WV,330-2693,Female,48,No,No,Yes,2,No,Month-to-Month,Credit Card,22,109,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5259,5259,7565-MPHA,0,28,150,441.4,112.0,263.2,Yes,no,52.6,0,11,Yes,0,WI,403-7627,Male,52,No,No,Yes,2,No,Month-to-Month,Credit Card,21,568,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5260,5260,7161-QZBW,0,20,58,119.2,0.0,0.0,No,yes,0.0,2,0,No,0,VA,364-9040,Female,50,No,No,Yes,6,No,Month-to-Month,Direct Debit,9,180,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5261,5261,0283-YVCJ,0,1,3,8.0,5.0,14.6,Yes,no,3.7,0,0,No,0,GA,366-3944,Female,21,Yes,No,Yes,2,No,Month-to-Month,Direct Debit,10,10,Not Filling Responses,Not Filling Responses,20-40,Under 30
5262,5262,7457-DWYU,0,55,161,490.9,330.0,363.0,Yes,no,121.0,0,19,No,8,UT,355-9360,Female,40,No,No,Yes,2,Yes,One Year,Direct Debit,40,2166,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5263,5263,5815-VHDP,0,15,76,174.9,60.0,183.0,Yes,no,61.0,2,0,No,0,FL,343-6314,Female,46,No,No,Yes,6,No,Month-to-Month,Credit Card,9,136,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5264,5264,3526-MWUO,0,32,67,225.2,96.0,316.8,Yes,no,63.4,1,38,Yes,0,ME,350-5883,Male,38,No,No,Yes,5,Yes,Month-to-Month,Direct Debit,13,434,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5265,5265,8872-VVHF,0,38,50,153.9,76.0,448.4,Yes,no,224.2,0,0,No,0,NH,376-4856,Male,43,No,No,Yes,2,No,Two Year,Credit Card,8,322,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5266,5266,5976-ELQZ,0,38,90,225.7,114.0,387.6,Yes,no,193.8,1,3,Yes,0,IN,397-6255,Female,32,No,No,Yes,6,No,Month-to-Month,Direct Debit,38,1431,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5267,5267,1995-UAWD,0,62,328,557.3,186.0,613.8,Yes,no,153.5,0,27,Yes,0,GA,403-6850,Male,75,No,Yes,Yes,5,No,One Year,Direct Debit,39,2438,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5268,5268,9021-LSVM,0,73,271,585.6,365.0,795.7,Yes,no,159.1,2,8,Yes,0,WA,354-9492,Female,55,No,No,Yes,6,Yes,Two Year,Direct Debit,52,3828,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5269,5269,4724-EZGP,0,62,495,997.4,186.0,923.8,Yes,no,231.0,1,3,Yes,0,MO,353-7822,Male,57,No,No,Yes,3,Yes,Two Year,Direct Debit,43,2696,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5270,5270,0521-IEZA,0,5,9,23.0,0.0,0.0,No,yes,0.0,2,0,No,0,NE,348-5567,Male,43,No,No,Yes,4,No,Two Year,Credit Card,13,59,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5271,5271,1293-MPGR,0,57,288,803.4,342.0,632.7,Yes,no,316.4,0,37,Yes,0,MA,366-3358,Male,26,Yes,No,Yes,3,Yes,One Year,Credit Card,51,2903,Not Filling Responses,Not Filling Responses,20-40,Under 30
5272,5272,7842-OZTM,0,64,241,636.1,192.0,697.6,Yes,no,348.8,0,0,No,0,OK,359-9972,Male,67,No,Yes,Yes,6,No,Two Year,Credit Card,9,563,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5273,5273,2539-JLNJ,0,46,207,464.8,138.0,478.4,Yes,no,159.5,2,3,Yes,0,WA,354-6960,Male,32,No,No,Yes,6,Yes,Two Year,Direct Debit,49,2291,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5274,5274,7710-FEOW,0,36,163,462.9,144.0,198.0,Yes,no,99.0,1,10,Yes,0,CO,377-2235,Male,25,Yes,No,Yes,5,No,One Year,Credit Card,30,1055,Not Filling Responses,Not Filling Responses,20-40,Under 30
5275,5275,0557-CKQP,0,32,164,411.0,64.0,384.0,Yes,no,192.0,0,19,Yes,0,VT,416-5623,Male,36,No,No,Yes,6,Yes,Month-to-Month,Direct Debit,37,1165,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5276,5276,9732-DFTD,0,9,41,102.8,36.0,135.0,Yes,no,67.5,1,0,No,0,CO,393-4027,Female,26,Yes,No,Yes,3,No,Month-to-Month,Paper Check,10,83,Not Filling Responses,Not Filling Responses,20-40,Under 30
5277,5277,9346-FKVL,0,74,477,1035.6,222.0,784.4,Yes,no,392.2,0,7,Yes,0,IA,332-2965,Male,43,No,No,Yes,2,Yes,One Year,Direct Debit,49,3591,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5278,5278,4126-EOSK,0,71,267,785.2,284.0,745.5,Yes,no,248.5,2,0,No,0,MO,355-2464,Male,24,Yes,No,Yes,3,No,Two Year,Direct Debit,12,887,Not Filling Responses,Not Filling Responses,20-40,Under 30
5279,5279,4412-WRLH,0,32,154,220.6,64.0,345.6,Yes,no,69.1,0,4,Yes,0,NC,334-7685,Female,58,No,No,Yes,5,Yes,Month-to-Month,Direct Debit,21,665,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5280,5280,5560-MPFR,0,68,566,1085.6,340.0,530.4,Yes,no,176.8,1,13,Yes,0,ME,413-4039,Female,31,No,No,Yes,5,No,Two Year,Credit Card,45,3069,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5281,5281,6063-MVXJ,0,29,176,411.0,145.0,191.4,Yes,no,47.9,2,19,Yes,0,HI,343-2077,Female,57,No,No,Yes,2,Yes,One Year,Direct Debit,44,1286,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5282,5282,6842-IDVE,0,13,63,190.1,65.0,84.5,Yes,no,16.9,1,10,No,5,IA,402-1725,Female,54,No,No,Yes,6,No,Month-to-Month,Direct Debit,11,144,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5283,5283,2804-ELFZ,0,54,359,705.0,324.0,496.8,Yes,no,124.2,1,25,Yes,0,NV,399-9802,Female,60,No,No,Yes,2,No,Month-to-Month,Direct Debit,50,2703,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5284,5284,7654-DNHX,0,4,12,41.6,20.0,53.6,Yes,no,13.4,1,0,No,0,NJ,332-5949,Male,42,No,No,Yes,4,No,Month-to-Month,Paper Check,8,32,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5285,5285,0421-SNKK,0,32,86,253.7,128.0,352.0,Yes,no,176.0,3,15,Yes,0,MN,393-6376,Female,64,No,No,Yes,6,Yes,One Year,Credit Card,43,1359,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
5286,5286,1920-WFZR,0,37,59,148.2,111.0,407.0,Yes,no,81.4,2,0,No,0,AL,351-6585,Male,45,No,No,Yes,3,No,Two Year,Direct Debit,10,369,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5287,5287,5069-BUOZ,0,71,143,498.8,213.0,504.1,Yes,no,252.1,0,0,No,0,AR,408-3610,Female,32,No,No,Yes,6,No,Two Year,Direct Debit,12,831,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5288,5288,8240-CWYS,0,32,129,284.7,160.0,409.6,Yes,no,204.8,2,19,No,80,GA,389-9120,Female,48,No,No,Yes,2,No,Month-to-Month,Direct Debit,42,1321,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5289,5289,7025-IOSR,0,3,18,32.0,9.0,27.6,Yes,no,13.8,1,0,No,0,WV,417-5320,Male,48,No,No,Yes,4,No,Month-to-Month,Credit Card,10,30,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5290,5290,7760-JITW,0,41,192,577.8,164.0,282.9,Yes,no,141.5,1,0,No,0,MO,372-9816,Male,21,Yes,No,Yes,3,No,Two Year,Credit Card,8,349,Not Filling Responses,Not Filling Responses,20-40,Under 30
5291,5291,7564-DULN,0,71,135,353.5,71.0,702.9,Yes,no,140.6,2,0,No,0,NV,378-8572,Female,60,No,No,Yes,5,No,Two Year,Direct Debit,10,678,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5292,5292,9898-QCSE,0,28,105,196.4,112.0,476.0,Yes,no,119.0,2,0,No,0,NV,395-8595,Male,22,Yes,No,Yes,3,No,Month-to-Month,Credit Card,9,248,Not Filling Responses,Not Filling Responses,20-40,Under 30
5293,5293,3923-DZKT,0,22,120,154.0,110.0,169.4,Yes,no,33.9,0,0,No,0,MI,375-8934,Female,33,No,No,Yes,4,No,Two Year,Credit Card,9,187,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5294,5294,9946-STKH,0,9,15,34.6,18.0,86.4,Yes,no,21.6,0,0,No,0,TN,395-4757,Female,27,Yes,No,Yes,2,No,Two Year,Credit Card,13,116,Not Filling Responses,Not Filling Responses,20-40,Under 30
5295,5295,3440-FOHR,0,4,10,28.7,12.0,27.2,Yes,no,6.8,0,12,Yes,0,VT,408-5183,Male,41,No,No,Yes,3,No,Month-to-Month,Credit Card,25,104,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5296,5296,7602-SQEW,0,40,247,566.6,0.0,0.0,No,no,0.0,2,4,Yes,0,HI,336-6128,Female,63,No,No,Yes,4,No,Month-to-Month,Credit Card,20,805,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
5297,5297,5107-HRQS,0,51,123,306.0,0.0,0.0,No,no,0.0,1,12,Yes,0,VA,400-6257,Female,38,No,No,Yes,2,No,Month-to-Month,Direct Debit,32,1613,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5298,5298,5852-QHTA,0,27,132,273.3,0.0,0.0,No,no,0.0,0,12,No,93,UT,411-6663,Male,33,No,No,Yes,3,No,Month-to-Month,Direct Debit,35,943,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5299,5299,0995-LODK,0,68,209,479.1,0.0,0.0,No,no,0.0,4,5,Yes,0,MO,390-1612,Male,65,No,Yes,Yes,2,Yes,Two Year,Direct Debit,31,2111,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5300,5300,5980-OMJP,0,15,44,89.4,0.0,0.0,No,yes,0.0,1,6,Yes,0,FL,387-9855,Female,64,No,No,Yes,6,No,Month-to-Month,Direct Debit,24,363,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
5301,5301,3394-KRCV,0,42,90,212.0,0.0,0.0,No,no,0.0,2,30,Yes,0,TX,385-7082,Female,32,No,No,Yes,3,Yes,Month-to-Month,Direct Debit,50,2112,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5302,5302,7685-UREJ,0,16,44,124.6,0.0,0.0,No,no,0.0,2,11,No,43,NC,396-4845,Female,51,No,No,Yes,4,No,Month-to-Month,Credit Card,11,175,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5303,5303,1012-ZGCQ,0,58,283,808.4,0.0,0.0,No,no,0.0,2,27,Yes,0,NH,358-1778,Female,34,No,No,Yes,6,No,Month-to-Month,Direct Debit,45,2617,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5304,5304,2494-JEGP,0,3,9,25.9,0.0,0.0,No,no,0.0,0,4,Yes,0,MN,372-6623,Female,65,No,Yes,Yes,3,No,Month-to-Month,Direct Debit,26,76,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5305,5305,8563-HTZO,0,10,31,80.0,0.0,0.0,No,no,0.0,2,0,No,0,SD,397-5381,Male,38,No,No,Yes,4,No,Two Year,Credit Card,9,90,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5306,5306,5937-FNGM,0,71,176,427.7,0.0,0.0,No,no,0.0,1,30,Yes,0,VA,360-8666,Female,27,Yes,No,Yes,2,Yes,Two Year,Direct Debit,27,1921,Not Filling Responses,Not Filling Responses,20-40,Under 30
5307,5307,8142-LWBP,0,67,324,741.8,0.0,0.0,No,no,0.0,1,2,Yes,0,ND,347-9737,Male,64,No,No,Yes,2,No,One Year,Direct Debit,27,1852,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
5308,5308,7175-TMBU,0,5,31,69.9,0.0,0.0,No,no,0.0,0,3,Yes,0,HI,333-7961,Male,37,No,No,Yes,2,No,Month-to-Month,Credit Card,18,86,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5309,5309,9435-RPWV,0,13,65,196.1,0.0,0.0,No,no,0.0,0,0,No,0,WI,364-2439,Male,57,No,No,Yes,6,No,Month-to-Month,Direct Debit,13,166,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5310,5310,0391-ZUPB,0,21,105,250.6,0.0,0.0,No,no,0.0,0,0,No,0,WV,411-8043,Female,21,Yes,No,Yes,4,No,Month-to-Month,Direct Debit,8,170,Not Filling Responses,Not Filling Responses,20-40,Under 30
5311,5311,2838-ZFPU,0,54,143,428.7,0.0,0.0,No,no,0.0,0,29,Yes,0,KS,413-4831,Male,54,No,No,Yes,3,No,One Year,Direct Debit,56,2984,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5312,5312,8322-WQXX,0,47,183,474.8,0.0,0.0,No,no,0.0,0,27,Yes,0,MA,411-7353,Female,55,No,No,Yes,3,No,Month-to-Month,Credit Card,52,2461,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5313,5313,8548-FSVV,0,27,127,377.0,0.0,0.0,No,no,0.0,0,0,No,0,PA,361-5225,Male,48,No,No,Yes,4,No,Two Year,Credit Card,6,167,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5314,5314,0802-YAUD,0,3,5,12.6,0.0,0.0,No,no,0.0,0,0,No,0,NV,350-7306,Male,56,No,No,Yes,5,No,Month-to-Month,Credit Card,6,16,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5315,5315,2313-FFNH,0,25,112,252.6,0.0,0.0,No,no,0.0,0,14,Yes,0,TN,353-8849,Female,25,Yes,No,Yes,6,No,Month-to-Month,Direct Debit,28,713,Not Filling Responses,Not Filling Responses,20-40,Under 30
5316,5316,5696-GKII,0,60,222,665.1,420.0,864.0,Yes,yes,0.0,0,0,No,0,WY,338-6018,Female,43,No,No,Yes,3,No,Two Year,Credit Card,9,528,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5317,5317,5409-NFYK,0,71,121,352.6,0.0,0.0,No,no,0.0,0,0,No,0,TX,409-3520,Male,50,No,No,Yes,3,No,Two Year,Credit Card,7,474,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5318,5318,5559-OPFP,0,11,27,66.6,0.0,0.0,No,no,0.0,0,15,Yes,0,MA,357-1085,Male,21,Yes,No,Yes,5,No,Month-to-Month,Direct Debit,25,273,Not Filling Responses,Not Filling Responses,20-40,Under 30
5319,5319,2633-LCUB,0,5,11,34.1,0.0,0.0,No,no,0.0,0,0,No,0,CO,388-7701,Male,37,No,No,Yes,2,No,Month-to-Month,Credit Card,6,27,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5320,5320,8189-BELD,0,10,50,144.3,0.0,0.0,No,no,0.0,0,6,Yes,0,UT,385-8184,Male,69,No,Yes,Yes,6,No,One Year,Credit Card,20,210,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5321,5321,1997-QKYY,0,46,156,369.6,0.0,0.0,No,no,0.0,0,0,No,0,CO,412-4185,Female,47,No,No,Yes,2,No,Two Year,Direct Debit,8,374,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5322,5322,8826-JIMM,0,71,145,355.0,0.0,0.0,No,no,0.0,0,19,Yes,0,IN,392-2268,Male,64,No,No,Yes,5,Yes,Two Year,Direct Debit,35,2491,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
5323,5323,8049-ANOP,0,32,57,128.2,0.0,0.0,No,no,0.0,0,10,Yes,0,MA,363-4005,Female,74,No,Yes,Yes,3,No,One Year,Direct Debit,34,1101,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
5324,5324,0684-CWTT,0,17,80,221.9,0.0,0.0,No,no,0.0,0,10,Yes,0,ME,368-3808,Male,31,No,No,Yes,3,Yes,Month-to-Month,Paper Check,43,726,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
5325,5325,1933-XPTN,0,18,79,183.1,36.0,171.0,Yes,yes,0.0,0,17,Yes,0,IL,343-7019,Male,28,Yes,No,Yes,6,No,Month-to-Month,Credit Card,11,203,Not Filling Responses,Not Filling Responses,20-40,Under 30
5326,5326,4076-DKSL,0,8,28,65.9,0.0,0.0,No,no,0.0,0,18,Yes,0,WA,397-6064,Female,25,Yes,No,Yes,5,No,Month-to-Month,Credit Card,30,249,Not Filling Responses,Not Filling Responses,20-40,Under 30
5327,5327,6807-LCED,0,70,405,1049.0,0.0,0.0,No,no,0.0,0,0,No,0,MS,417-4309,Female,28,Yes,No,Yes,2,No,Two Year,Direct Debit,9,622,Not Filling Responses,Not Filling Responses,20-40,Under 30
5328,5328,7431-RTYN,0,53,202,427.7,0.0,0.0,No,no,0.0,0,0,No,0,LA,411-6294,Male,45,No,No,Yes,2,No,Two Year,Credit Card,9,494,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5329,5329,2705-GSGU,0,61,179,488.3,0.0,0.0,No,no,0.0,0,21,Yes,0,KS,368-8835,Female,27,Yes,No,Yes,2,No,Month-to-Month,Credit Card,24,1448,Not Filling Responses,Not Filling Responses,20-40,Under 30
5330,5330,0262-ISLJ,0,46,197,598.9,0.0,0.0,No,no,0.0,0,3,Yes,0,WI,398-3176,Male,58,No,No,Yes,5,No,Month-to-Month,Direct Debit,42,1937,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
5331,5331,2347-WMFX,0,68,637,1092.1,0.0,0.0,No,no,0.0,0,0,No,0,IL,380-5246,Female,46,No,No,Yes,3,No,Two Year,Direct Debit,11,784,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
